"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Ecuador","ECU","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.55210719","29.81715497","34.56975315","48.03522681","53.80254357","62.66957586","59.32355518","60.71599261","56.27012975","54.34396517","55.2360011","51.38516799","49.40122321","48.11281626","49.42858689","47.46501325","45.93847179","50.63904716","44.31939013","48.42599326","","","",
"Egypt, Arab Rep.","EGY","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.91549381","54.23185698","58.32775416","57.71510567","57.79580346","58.07205469","58.35132532","58.77755261","60.79454951","60.88227701","59.71760356","55.22693845","57.35739544","56.36619494","57.06630717","58.37960397","56.66518485","57.58665982","56.14693124","55.66365484","","","",
"Euro area","EMU","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.921895357126","13.9607052231907","14.5146168027613","14.8542662965792","14.9405249498218","14.8447814951775","14.6013752527584","14.6176942125485","14.6400070425808","14.9897211623073","14.8407975016618","14.8285386492342","14.876515813334","14.9576456046614","14.236904206272","14.3416363492809","14.4035773054625","14.3880289209353","14.1073553516461","14.2500170834376","","","",
"Eritrea","ERI","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.98752211","63.42546625","57.82271487","58.71231254","60.11297854","64.17910448","64.88095238","59.21855922","63.12056738","60.66597294","63.0738523","55.4269928","54.72263868","47.63597733","57.66245022","56.02705854","54.00610364","53.50186346","54.24416247","54.24416247","","","",
"Spain","ESP","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.53770013","23.18998853","23.09766447","23.24590372","23.30412854","23.57635669","23.93351525","23.71525243","21.83577314","21.65226152","21.25018547","20.49009855","20.2329107","20.30083923","18.96784682","20.23728999","20.70824869","22.54342858","23.47421451","23.99499858","","","",
"Estonia","EST","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2347411","11.49237895","10.60279176","13.18869736","14.11440026","19.92527255","18.98971996","20.07111394","20.41099926","21.31595772","20.41864681","25.0915083","21.90616211","19.6564641","20.31519888","18.56931869","17.55716512","19.14758208","20.26021131","20.71983229","","","",
"Ethiopia","ETH","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.50874174","48.59562097","46.43297347","44.70715802","42.5202097","35.947101","38.05646943","37.00006183","36.11229466","35.3518713","30.60588846","33.53126333","35.19623971","38.46554087","38.38163206","33.69938129","31.76335067","33.17932296","33.36704915","32.26457335","","","",
"European Union","EUU","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7909200621274","13.8365912167041","14.3842389535771","14.7552953846411","14.6404766427352","14.5200588128748","14.3893834011091","14.3440131568509","14.3838453558165","14.5559541386011","14.3385721848968","14.3684064721227","14.4303558397226","14.4605116774018","13.8914516115006","14.0664685539131","14.0141792816826","13.9891706824576","13.8370494447611","13.9438868789942","","","",
"Fragile and conflict affected situations","FCS","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.3642746209801","54.573767082261","53.6961511708771","57.1288855575093","57.3855079589056","51.2965439591502","49.4992787938601","48.8061487095563","49.7112915514632","46.1691947700364","47.4925640351825","49.0902005481168","49.3584167253504","47.8033986802553","47.4846845607296","46.8965778558376","46.3999554770289","44.8851176636116","45.0462514746625","46.2161413306926","","","",
"Finland","FIN","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.64997205","22.65846387","22.1502868","21.6187303","22.37070557","22.31559741","21.78906645","21.27100374","20.89553732","20.50393871","20.0673858","18.99127217","19.18301504","18.92790495","18.7224474","19.31358697","18.81207016","18.0447844","18.19029764","18.23218997","","","",
"Fiji","FJI","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.25235488","12.19755467","11.49397125","11.56762486","12.90538724","10.3905411","12.63948261","11.43476437","12.34896409","12.67151931","11.82018405","13.56429917","15.41847272","15.47788758","22.19543293","19.65788171","21.99889918","21.72747184","20.60123316","22.99607246","","","",
"France","FRA","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.60353926","7.32264772","7.19134442","7.11503757","7.16359035","7.09980221","7.17126703","6.97136791","7.10273445","6.96388343","7.07693125","7.41895535","7.32917047","7.62025852","7.49924273","7.45241265","6.69237064","6.50667486","6.34791351","6.33740784","","","",
"Faroe Islands","FRO","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.03211397","5.67740653","6.47045025","6.99029616","6.77534741","6.70436997","6.71654727","7.54977827","6.81760479","6.92275667","6.38044914","7.23282949","6.70467503","9.39637053","9.19787816","8.60187374","8.64155138","9.00923441","9.43268719","9.06011057","","","",
"Gabon","GAB","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.34449848","51.86532492","50.37747892","49.42283202","54.69431525","50.1140112","50.24894404","52.16985508","48.26712385","48.58873882","49.69933178","47.70679206","46.47871133","48.05270654","45.78142441","18.38930102","23.1680616","21.02145452","20.84942977","21.87124713","","","",
"United Kingdom","GBR","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.90723955","10.991907","11.74768467","11.75345424","11.41181091","10.98758032","10.81347038","10.81361922","10.99335153","9.95740429","9.48841177","9.85372111","10.01233083","8.97803292","8.85464539","9.613628","9.30195263","9.46365363","9.54514754","9.73311031","","","",
"Georgia","GEO","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.78465883","88.32973618","81.28027804","81.64807019","81.73887964","82.50978649","72.27094391","71.18585654","77.06336687","77.398272","76.82580161","72.22067382","70.79521373","64.23507265","66.549337","69.11270983","64.88616462","62.4077378","61.04743794","58.57930065","","","",
"Ghana","GHA","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.45996336","26.44556707","33.73709906","28.62130373","30.48601936","31.7984958","27.19019502","31.96654707","31.92449654","25.58213263","22.79873047","22.50269413","19.49904629","22.20108101","18.91473993","18.44279866","16.14622228","26.59779412","19.9210426","26.84232846","","","",
"Gibraltar","GIB","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.94798231","66.33729793","66.22594813","63.36305922","61.32315548","60.05723281","57.36045405","57.23771129","54.39977896","63.26391646","70.62498099","68.55243035","76.00244879","66.41791285","57.17104246","49.03405113","51.20026369","53.73730583","49.89237723","45.32853909","","","",
"Gambia, The","GMB","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.49985191","39.47215453","37.76481051","35.56727918","34.82521615","35.37463566","31.14365693","33.56471678","25.41551039","20.35918777","20.52687855","20.65180318","20.74847142","20.82549609","20.88831247","20.94051996","20.98459686","21.02230528","19.45033349","17.04867598","","","",
"Guinea-Bissau","GNB","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.15621658","40.90646219","36.7621307","40.42447223","39.90491096","49.02355967","50.7105503","43.64433044","42.16080302","47.84312228","46.05743094","47.76778906","44.89545164","47.80334503","42.41419991","42.44054548","48.07397215","46.88293005","45.75813319","49.48848372","","","",
"Equatorial Guinea","GNQ","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.83391914","38.45750986","25.5652355","25.78334031","26.00402594","16.6141334","18.59436443","40.16613228","26.51942552","39.07767083","38.57162382","25.36596658","22.33905754","17.79039669","14.18057236","17.63448746","17.93803698","14.24599084","17.85436759","20.14595434","","","",
"Greece","GRC","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.44773791","42.2003089","42.26164562","42.74470232","41.25655413","34.36394114","32.40245132","35.01754386","34.25102266","35.2173102","34.82736436","32.87442226","34.55944823","37.86383856","28.43020098","29.36366091","28.71237139","28.83574115","30.66843974","34.86415963","","","",
"Grenada","GRD","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.47178468","56.61173833","56.4680886","57.09348294","52.36817894","47.96722795","41.15027003","47.18619076","48.16524392","48.41478939","45.42022335","45.05243058","49.35316746","52.05359687","49.64246763","49.94848422","50.39783286","50.34157531","52.01213158","50.92678885","","","",
"Greenland","GRL","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.43450857","57.04601473","54.36975394","52.00855832","48.83963664","56.9591447","59.01893378","58.75268179","58.00396","57.86834058","58.60648703","57.32486642","57.15624926","55.5518379","53.51156668","54.60699936","55.62326964","55.42121868","52.59648","52.21633194","","","",
"Guam","GUM","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.27934534","16.07033611","14.85628504","15.84597376","15.89599398","13.13803561","13.69711443","13.10678889","18.49986072","18.66595321","22.82228549","31.51933817","24.81825296","22.66315754","25.47266536","29.96087296","30.23609191","31.30555674","39.85401826","37.43755701","","","",
"High income","HIC","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9675228406007","14.9191990924134","15.3500416793481","15.6631201817269","15.6444970190917","15.5173561595561","15.0057711537244","14.7877515150178","14.8473268494608","14.7883207974015","14.6508917572672","14.5428199631989","14.4871516195118","14.2372983366602","13.7029675206209","13.7089230280405","13.6595763372911","13.6094117063152","13.5123408045434","13.3360324646755","","","",
"Hong Kong SAR, China","HKG","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4546048","45.14422242","46.07567469","41.11329248","46.96894376","43.46913836","45.28885231","44.45634719","40.14080906","43.49693393","47.09218109","51.36925348","51.00225835","52.65201774","45.70011402","47.23775465","50.23784134","49.25406119","45.63467525","43.46306466","","","",
"Heavily indebted poor countries (HIPC)","HPC","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7306333852011","51.6786721631396","52.0572837449246","51.4823650923956","51.3991228868658","47.403015094755","46.4935361391025","47.3751342725694","46.4390532803412","46.3437619470042","43.8826003903956","43.4272239264002","45.9354622089906","46.6293764924761","45.2151784827691","42.9899147994462","41.5065267534324","43.1015506291699","41.765451053007","42.2738776341539","","","",
"Croatia","HRV","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.54245836","12.42189279","15.52261981","12.96237682","12.65910702","13.86125003","14.3898941","18.63236522","16.68338923","18.16787236","13.4056938","13.36083238","12.44538213","14.51444983","13.72681325","13.75707378","12.06291256","11.47205278","11.25232319","11.20611835","","","",
"Haiti","HTI","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.53903346","51.54639175","52.2544043","48.60927152","50.97087379","50.38297872","53.00455864","52.78379358","52.1233932","48.47781313","57.52092898","41.55173948","42.60757158","39.18806134","36.27818734","33.51938467","25.62662547","27.82140035","32.37231133","34.81658966","","","",
"Hungary","HUN","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.03908484","18.39613137","18.71630728","22.304092","24.85232239","26.27133168","27.69272547","26.27908176","25.49872166","24.90780698","24.9957944","24.22291579","25.39303879","25.69264195","25.34828864","26.42915829","27.3123175","28.48163162","27.33227544","26.59021511","","","",
"IBRD only","IBD","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.0652380516891","39.9825586240218","39.5524055259498","41.3837275970292","42.276361028667","43.538920414863","44.2272034549339","44.1241728028446","43.2280511776248","42.039682667151","41.7475288540148","40.2296955549082","38.3361079101865","37.7013675375719","36.9497574932021","36.0156377776769","35.6748756344308","35.5704690243033","35.5424056110352","35.0678712328686","","","",
"IDA & IBRD total","IBT","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4197025733504","41.467858800844","40.8535445496077","42.6251408148838","43.0370433071715","44.0005833680997","44.6032672712558","44.5667474315245","43.9909188227734","42.7135081011439","42.4729164412136","41.0216865056905","39.3327667489146","38.59467104488","37.8621990805872","36.8981791383923","36.4594396986346","36.322638203463","36.4079855767248","35.988882532487","","","",
"IDA total","IDA","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.9777126824636","61.8417596841907","60.6600167149324","59.8140066996841","56.4215289074122","52.3899811960428","51.7999031138197","52.0862813945641","55.5482309252973","53.0387172079901","54.1151948618294","53.4540433713264","55.1496440295672","53.6846466438699","53.8002944145819","53.0274161779083","51.2272548581493","50.7170911612846","52.6649355808271","52.694907818493","","","",
"IDA blend","IDB","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.4778661936279","67.9108539832469","66.1354855481677","64.995527528201","60.7601054228314","55.3418859058185","55.3053819055386","55.4323142618384","63.44147309528","58.0896133165423","62.1206968203369","61.5675228187213","62.1854509212492","59.3469119450964","60.9231138367935","61.6113061503752","57.1570969413915","54.4536314398216","58.7624899120731","58.1448997041892","","","",
"Indonesia","IDN","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.50598215","46.37424473","47.33278164","48.72247547","49.24418417","46.04079283","41.80132744","44.03855333","44.41270673","44.70949959","54.6179379","52.34364729","49.11180349","49.06024964","49.00130655","47.20577732","47.39490062","45.34816156","45.63011261","46.86519553","","","",
"IDA only","IDX","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.8795472463962","54.7873928798056","54.0303952607204","53.2783503923945","53.5077448157821","50.3837203075461","49.4103861140894","49.911241301903","49.2624650340736","49.0271368237191","47.4942640467968","46.5798475027904","48.8783110013702","49.1304420385019","48.6533291944556","47.0206822781944","46.6186321721195","47.8452219086088","47.5096597008032","47.9953781213635","","","",
"Isle of Man","IMN","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.45426936","67.51286247","68.71479122","68.234238","65.46025534","67.85511415","70.25575649","70.49630043","70.61009515","67.85184883","65.90060028","65.74716524","65.25154054","64.39141761","63.32872949","63.37101772","64.43436149","64.8838858","63.810687","62.41736322","","","",
"Not classified","INX","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.34005666","15.5308765","15.26562922","14.40290856","15.00354334","15.74406767","14.97187617","14.26983899","15.30903251","15.0153128","16.0421875","16.05778185","14.82294697","15.32995619","16.11789249","18.22269836","17.65387069","16.89125928","17.39509345","17.66426677","","","",
"Iran, Islamic Rep.","IRN","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.59432548","51.12840179","49.6743484","49.88181361","55.41628054","56.16365989","53.70951244","53.4942318","49.74791538","55.26707005","54.88740728","50.29694092","51.68916953","53.04309937","54.32070155","57.73715889","55.58118073","50.01197099","47.0641827","47.80212368","","","",
"Iraq","IRQ","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.64025286","27.8260304","32.64924447","36.19417391","30.5147549","25.1629105","25.73566136","26.10198625","24.9284745","37.69060398","37.17487672","39.73234481","","","",
"Iceland","ISL","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.06807323","16.7470606","17.93885069","18.10677188","16.42181572","17.48214215","17.58158188","16.79292156","16.98875487","17.37883359","17.1924498","16.57828003","15.98369759","15.90035915","16.54982018","18.21138288","17.97514811","17.99006112","17.80008581","17.47511941","","","",
"Israel","ISR","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.72795977","23.88851954","24.75712354","28.0050474","26.57132965","28.3274106","29.05798728","26.84128532","27.6196632","27.77349502","29.24545143","26.03369896","27.01511561","26.03254119","26.12614927","24.38644565","24.52020184","25.05946013","26.50659284","26.98297487","","","",
"Italy","ITA","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.85948049","26.7794578","26.817741","27.38951516","26.99557285","25.3396663","23.42825163","23.12801769","22.79059949","21.99879757","20.73806937","20.44065439","20.69760801","20.5513439","19.69181549","19.51737133","20.96326412","20.91209341","20.64465165","21.18616196","","","",
"Jamaica","JAM","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.84630643","23.96104315","30.39877534","25.49663792","32.1122823","28.97012806","37.47982909","26.32937984","32.00647736","27.56084515","32.57636677","28.85108863","34.03519081","32.96218843","31.12437809","30.90001149","32.90817113","25.06296179","24.9810629","27.81457549","","","",
"Jordan","JOR","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.82232602","26.02591436","29.44624996","29.76388506","33.79993121","38.96140432","38.39488352","39.36531645","41.87293347","40.48836707","40.03106665","39.35177966","35.90233483","31.85853454","22.62847227","21.79311333","20.76146822","21.55661802","22.4997199","20.86926547","","","",
"Japan","JPN","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.02647129","14.02647129","15.16512418","15.64009522","15.83708123","15.60775705","15.51408029","15.72810899","16.60694372","16.3502473","15.50387592","16.27149663","15.3829499","15.095792","14.99561858","14.44772203","13.96254155","13.8816959","13.88592171","13.91121619","","","",
"Kazakhstan","KAZ","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.52775436","35.93699437","35.23831838","35.49074146","46.99248271","48.51047841","42.71304978","45.89475343","44.88203648","41.36439989","37.4937647","37.54172114","43.30713783","37.39681048","35.35615975","42.33849789","43.45536347","43.69015226","48.56409344","45.13577331","","","",
"Kenya","KEN","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.06440401","47.38207064","48.4335261","44.68590598","48.38048338","43.20081535","44.48146922","44.75941178","44.80673122","45.49237945","44.64877186","46.41738614","47.43049495","49.91327116","47.27655498","50.17089398","38.92300608","26.56049805","26.88540972","26.10559057","","","",
"Kyrgyz Republic","KGZ","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.15019843","51.95195221","47.36812884","54.81910395","51.50507485","49.75628905","53.31033117","55.03955464","57.73071164","55.8194131","55.99056689","48.13650241","45.09289259","42.25865918","39.17953586","38.66208142","34.49256736","35.21989165","37.3335717","39.40230524","","","",
"Cambodia","KHM","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.58280135","63.90007157","67.69779657","76.87362465","78.31345165","76.65495048","76.66363815","73.93524472","63.70883309","62.32550238","71.76212367","71.75912909","63.9458539","60.70171782","60.26324201","60.27119108","61.21022082","70.95631121","73.10368999","74.19197663","","","",
"Kiribati","KIR","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11563929","0.11339799","0.10278704","0.12419685","0.10870357","0.17054565","0.14591285","0.15222291","0.13178891","0.12360018","0.15281053","0.12239649","0.09131818","0.09628159","0.09870072","0.09385905","0.09791903","0.10938745","0.10420611","0.10361316","","","",
"St. Kitts and Nevis","KNA","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.24491799","45.50172888","45.60593273","43.93974062","47.11248079","49.77723506","52.87793394","54.97578458","56.04173755","58.72811792","58.25649695","55.48927329","57.23810966","63.10542026","51.97813985","49.10066048","54.50030261","52.19644829","58.67251452","50.76664669","","","",
"Korea, Rep.","KOR","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.12938704","50.52190947","47.59074419","42.51113748","42.53854379","41.13006159","35.89943464","36.90734875","38.33483336","38.35035432","37.91840895","36.50138945","35.90555113","35.7095094","34.38552202","33.92340949","34.40048125","34.85447589","35.20882763","36.08683485","","","",
"Kuwait","KWT","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.24174703","19.27669708","18.86956056","19.70132681","19.17951019","22.34665494","17.31962839","18.78730854","17.87331438","18.33667764","18.2580036","17.12738843","19.27180004","19.67063941","11.68678312","13.94975857","12.48933002","13.54601092","13.94923325","12.73600502","","","",
"Latin America & Caribbean (excluding high income)","LAC","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.8464047605014","40.8497789237526","38.9012819754843","38.3924660165321","37.9350593145139","38.527899483713","39.2449960012784","40.8137367107687","41.3939513413739","40.1824173422245","40.3095845076993","39.4352458022796","37.3818680919915","35.9526427448952","34.473656069559","32.05392653728","30.6428118310217","31.6721216696151","31.1220509562115","31.8899325192717","","","",
"Lao PDR","LAO","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5488801","45.67473696","49.82502584","59.65779517","64.75433682","61.38690148","49.02638294","50.62285505","55.48245377","61.61671482","62.36151685","54.34625051","56.47836464","35.23751594","30.14626239","41.82309492","51.7716188","52.4821882","40.7770387","38.97979164","","","",
"Lebanon","LBN","Out-of-pocket health expenditure (% of total expenditure on health)","SH.XPD.OOPC.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.45737222","50.74322057","49.39536203","59.61258838","59.42596095","56.85378125","52.41629545","49.33441334","48.27197087","44.30965845","42.84768025","44.28547398","42.80816458","43.88507563","42.37618078","45.59845533","45.95209588","37.33575868","37.50415612","36.41711068","","","",
